iter	M_lnV_dist(1)	M_lnk_e(1)	M_lnk_a(1)	V_lnV_dist(1)	V_lnk_e(1)	V_lnk_a(1)	Ve_lnC_rest(1)	lnV_dist(1.1)	lnk_e(1.1)	lnk_a(1.1)	lnV_dist(1.1.1)	lnk_e(1.1.1)	lnk_a(1.1.1)	lnV_dist(1.2)	lnk_e(1.2)	lnk_a(1.2)	lnV_dist(1.2.1)	lnk_e(1.2.1)	lnk_a(1.2.1)	LnPrior	LnData	LnPosterior
8850	-1.76819	-3.67511	-5.91402	0.0954682	0.167984	0.161138	0.470627	-1.58569	-3.53269	-5.71172	-1.5014	-3.40142	-5.54959	-1.63745	-2.46679	-5.88912	-1.76374	-2.0161	-5.13362	-3.058009e+00	-3.699648e+01	-4.005449e+01
8860	-1.16379	-4.032	-5.60716	0.259021	0.83573	0.279304	0.444756	-2.04169	-3.38448	-5.45904	-1.58696	-3.56059	-5.42876	-1.78097	-4.0582	-5.21661	-2.05883	-3.37218	-4.32512	-1.324896e+01	-3.795244e+01	-5.120140e+01
8870	-1.90442	-3.63101	-5.45788	0.3046	0.306469	0.162014	0.422265	-2.03206	-4.08349	-5.17764	-1.48885	-3.4581	-4.8309	-1.82837	-4.34442	-5.11991	-0.782313	-4.13273	-5.45513	-7.390085e+00	-3.890761e+01	-4.629769e+01
8880	-1.30266	-3.59716	-5.25845	0.560888	0.0654975	0.0664897	0.469547	-1.90921	-3.56805	-5.159	-1.84753	-3.6572	-5.15057	-1.57263	-4.04383	-5.17301	-1.51263	-3.63518	-5.61801	-4.160691e+00	-3.703367e+01	-4.119436e+01
8890	-0.525071	-3.01544	-5.26275	0.1921	0.374543	0.152131	0.473957	-0.338921	-3.22442	-5.52461	-0.706906	-2.53522	-5.98588	-1.06702	-3.57041	-5.59372	-1.28578	-3.02951	-5.12578	-6.690020e+00	-3.688320e+01	-4.357322e+01
8900	-0.337172	-3.50773	-5.72813	0.363168	0.0579146	0.193154	0.47759	-0.425607	-3.73604	-5.98036	-0.451725	-3.99654	-5.82322	-1.48716	-4.28203	-5.8556	-1.26572	-4.15712	-5.45139	-6.906225e+00	-3.676200e+01	-4.366823e+01
8910	-1.27588	-4.0366	-5.54255	0.107942	0.327641	0.193154	0.491398	-1.2295	-3.81944	-5.04978	-1.0859	-2.71329	-5.79177	-1.74691	-3.99068	-5.53236	-2.10776	-4.10187	-5.49113	-6.509847e+00	-3.632284e+01	-4.283268e+01
8920	-1.44788	-4.1224	-5.67879	0.210704	0.187098	0.150432	0.483148	-0.946226	-3.91624	-5.86954	-0.999347	-4.22012	-5.87649	-1.12398	-3.84915	-5.45091	-0.759604	-4.01057	-5.71783	-1.520453e+00	-3.658123e+01	-3.810168e+01
8930	-0.282785	-3.6196	-5.83246	0.194297	0.168717	0.34475	0.481911	-0.464312	-3.58992	-5.08693	-0.797099	-4.51481	-5.11713	-1.09431	-4.17258	-5.85018	-0.37472	-4.32833	-5.99724	-8.099339e+00	-3.662098e+01	-4.472032e+01
8940	-0.3466	-4.1198	-5.90921	0.136043	0.0403836	0.201616	0.481911	-0.293155	-3.97059	-5.93376	-0.324557	-4.14505	-5.08405	-0.302904	-3.67739	-5.84673	-0.640375	-3.52293	-5.75155	-2.524998e-01	-3.662098e+01	-3.687348e+01
8950	-0.918858	-4.0953	-5.48187	0.0988145	0.200118	0.201616	0.421136	-0.485595	-4.43629	-5.27725	-0.684234	-4.89439	-4.67007	-1.21198	-4.25752	-5.84673	-1.47967	-4.34279	-5.99081	-2.583797e+00	-3.895900e+01	-4.154280e+01
8960	-0.867914	-4.33258	-5.36548	0.238137	0.101015	0.31145	0.452726	-0.488086	-4.53436	-5.75282	-0.537641	-5.13502	-5.66586	-1.26845	-4.2629	-5.57192	-1.24326	-4.53184	-5.94466	-3.985986e+00	-3.764285e+01	-4.162884e+01
8970	-0.496373	-5.2143	-5.49889	0.290296	0.134671	0.442253	0.453635	-0.88213	-5.1345	-5.24449	-1.15565	-5.35619	-5.59673	-0.665833	-4.57825	-5.33229	-0.505396	-4.85532	-5.71502	-6.112472e+00	-3.760843e+01	-4.372090e+01
8980	-0.347462	-5.87049	-5.09974	0.0765148	0.377798	0.36645	0.481047	-0.267133	-5.25727	-5.49197	-0.585319	-5.0103	-4.79464	-0.459795	-5.98594	-5.98384	-0.167857	-5.95145	-5.57194	-4.423667e+00	-3.664893e+01	-4.107260e+01
8990	-0.846185	-5.42557	-5.82846	0.172462	0.207848	0.294659	0.334981	-0.191681	-5.46736	-5.73083	-1.00309	-5.98816	-4.44808	-0.279969	-5.68441	-5.39505	-0.536369	-5.92113	-5.44555	-7.525989e+00	-4.418752e+01	-5.171351e+01
9000	-0.187769	-5.80103	-5.47221	0.251831	0.0484968	0.289693	0.489004	-0.315663	-5.83586	-4.64401	-0.387759	-5.63769	-4.55382	-0.577422	-5.43434	-5.55968	-0.924859	-5.61266	-5.85693	-2.404046e+00	-3.639663e+01	-3.880068e+01
9010	-0.631029	-5.11208	-4.9694	0.103318	0.303053	0.0400092	0.496243	-0.341785	-5.00198	-5.20424	-0.262306	-4.83779	-5.29723	-0.80887	-4.76115	-5.32532	-1.35653	-4.29185	-5.20517	-3.642913e+00	-3.617636e+01	-3.981928e+01
9020	-0.661166	-5.19986	-5.26702	0.133519	0.482822	0.274777	0.404066	-0.735297	-5.46225	-5.0025	-0.620446	-3.75275	-5.44322	-0.344148	-5.45548	-5.2801	-0.106307	-4.45319	-4.67573	-9.406162e+00	-3.977997e+01	-4.918613e+01
9030	-0.957208	-5.26618	-5.86756	0.808436	0.134018	0.0536832	0.433644	-1.09561	-5.74512	-5.24451	-0.372338	-5.75796	-5.14617	-0.513577	-5.01071	-5.80634	-0.174194	-5.57724	-5.66735	-7.678223e+00	-3.840862e+01	-4.608684e+01
9040	-1.82606	-5.33575	-5.79585	0.106633	0.245897	0.22959	0.464604	-1.54151	-5.5104	-5.93764	-1.53427	-5.08241	-5.80833	-1.82839	-5.00161	-5.70543	-1.76344	-5.19833	-5.71673	7.737141e-01	-3.720674e+01	-3.643303e+01
9050	-1.93793	-5.97342	-5.82322	0.148405	0.635196	0.22959	0.412581	-2.03014	-5.92427	-5.83598	-1.32841	-4.40564	-4.96968	-1.53741	-5.93688	-5.64423	-0.956798	-5.67054	-5.70347	-7.143406e+00	-3.935980e+01	-4.650321e+01
9060	-1.76172	-5.80123	-5.36068	0.884051	0.230334	0.268196	0.480903	-1.56303	-5.88804	-5.70793	-1.39064	-5.33984	-5.15575	-1.4777	-5.96738	-4.80136	-0.468529	-4.80607	-5.66804	-1.243527e+01	-3.665359e+01	-4.908887e+01
9070	-0.856564	-5.98082	-5.80446	0.0693818	0.271154	0.061476	0.491317	-0.884889	-5.61219	-5.66959	-1.20652	-5.48158	-5.33198	-0.57263	-5.92772	-5.91276	-0.503899	-5.49016	-5.7323	2.445864e+00	-3.632529e+01	-3.387943e+01
9080	-0.866415	-5.83273	-5.69079	0.14033	0.088438	0.061476	0.465251	-1.20683	-5.89209	-5.62296	-1.35016	-5.72359	-5.54921	-0.615507	-5.58741	-5.76784	-0.556518	-5.59369	-5.55687	4.861459e+00	-3.718381e+01	-3.232235e+01
9090	-0.83752	-5.96729	-5.8824	0.14033	0.240239	0.0354738	0.459544	-0.47631	-5.30912	-5.89769	-0.166367	-5.14998	-5.9053	-0.607891	-5.63555	-5.67397	-0.78469	-4.86541	-5.50235	-6.923676e-01	-3.738892e+01	-3.808129e+01
9100	-0.509928	-4.76552	-5.85047	0.146372	0.342416	0.301863	0.492139	-0.568478	-4.31391	-4.76736	-1.10931	-5.23447	-5.2377	-0.398256	-5.88251	-5.74259	-0.422733	-5.98465	-4.5521	-1.069816e+01	-3.630019e+01	-4.699835e+01
9110	-0.181848	-5.59792	-5.43219	0.189766	1.35136	0.247908	0.491028	-0.302183	-5.84215	-5.26482	-0.968532	-3.18736	-5.08018	-0.138668	-5.56842	-4.7638	-0.927079	-4.62619	-5.58136	-1.465200e+01	-3.633417e+01	-5.098617e+01
9120	-0.302291	-3.23054	-5.71587	0.322876	0.800468	0.222299	0.457501	-0.223112	-3.04527	-5.69191	-0.548575	-3.53896	-5.22193	-0.323855	-3.27059	-5.74301	-0.981284	-2.41008	-5.94154	-8.796614e+00	-3.746401e+01	-4.626062e+01
9130	-0.497613	-2.20761	-4.91292	0.195669	0.463014	0.451026	0.479218	-0.520644	-1.94413	-5.2605	-1.08027	-0.791832	-4.3016	-0.904187	-3.55471	-4.92815	-1.28529	-3.93161	-4.86192	-1.373194e+01	-3.670850e+01	-5.044044e+01
9140	-0.0909985	-1.37107	-4.70501	0.122156	0.379802	0.234018	0.491607	-0.507682	-1.96443	-3.97583	-0.470343	-2.14351	-3.6359	-0.319501	-1.81174	-5.57961	-0.392939	-2.14033	-4.9411	-6.813172e+00	-3.631642e+01	-4.312959e+01
9150	-0.737657	-2.41177	-5.13017	0.127703	0.0809986	0.297572	0.465241	-0.258447	-1.76861	-4.0328	-0.274487	-2.103	-5.06981	-0.59452	-2.76212	-4.98291	-0.35397	-2.90036	-5.04522	-7.583155e+00	-3.718416e+01	-4.476732e+01
9160	-0.644491	-2.29173	-5.55614	0.132039	0.213628	0.159235	0.47267	-0.0902473	-1.95298	-4.99786	-0.276685	-2.2877	-4.76719	-0.798788	-2.09903	-5.44464	-0.45106	-2.31487	-5.48215	-2.038513e+00	-3.692675e+01	-3.896526e+01
9170	-0.591658	-2.03134	-5.0434	0.0628142	0.0993177	0.647746	0.450513	-0.419418	-2.31775	-4.74898	-0.400937	-2.44432	-4.74933	-0.818898	-2.24919	-5.53875	-0.743451	-1.86149	-5.62826	-3.362396e+00	-3.772741e+01	-4.108980e+01
9180	-0.739506	-2.26835	-5.01481	0.215518	0.091886	0.873098	0.453814	-0.242131	-2.0661	-5.04753	-0.477678	-1.83508	-4.59159	-0.297244	-2.23182	-5.49545	-0.863107	-2.68442	-5.42204	-7.883632e+00	-3.760166e+01	-4.548529e+01
9190	-0.170611	-2.55852	-5.77	0.141931	0.0988762	0.90551	0.482682	-0.910392	-1.8451	-5.09831	-1.38795	-1.66592	-5.35192	-0.560985	-2.47143	-5.96664	-1.0444	-2.45148	-5.79167	-9.007729e+00	-3.659618e+01	-4.560391e+01
9200	-1.07217	-2.88652	-4.9738	0.58546	0.214777	0.658409	0.481001	-1.07178	-2.35454	-5.83498	-1.61033	-2.52555	-4.26321	-1.84496	-2.59088	-4.44592	-1.38657	-2.68333	-3.94086	-1.433586e+01	-3.665040e+01	-5.098627e+01
9210	-0.983415	-2.88652	-5.50834	0.256315	0.0460565	0.337553	0.476837	-1.49104	-2.81211	-5.16478	-1.12513	-2.34688	-4.91188	-1.40707	-2.78403	-4.73146	-1.48214	-2.50377	-4.98843	-6.921935e+00	-3.678693e+01	-4.370886e+01
9220	-1.56776	-2.95367	-4.97642	0.0649605	0.127469	0.311739	0.479622	-1.17584	-3.01794	-4.38544	-1.59158	-2.61537	-4.88244	-1.53576	-2.78403	-4.91499	-1.61856	-2.71376	-4.59635	-3.412528e+00	-3.669528e+01	-4.010781e+01
9230	-1.78312	-2.49239	-4.29552	0.0649605	0.187083	0.20631	0.499839	-1.81485	-2.4999	-3.2084	-1.53909	-2.45373	-3.48376	-1.75399	-2.68267	-4.92032	-1.87446	-2.57966	-3.72114	-6.578484e+00	-3.607012e+01	-4.264860e+01
9240	-2.09825	-2.49239	-4.10526	0.0649605	0.089397	0.109009	0.476267	-1.71146	-2.3599	-3.98335	-2.00615	-2.24688	-3.61426	-1.78759	-2.45615	-3.99307	-1.39099	-2.54539	-4.04105	2.129632e+00	-3.680587e+01	-3.467624e+01
9250	-1.5079	-2.63816	-4.10526	0.0590618	0.172018	0.0940295	0.467418	-1.40943	-2.4728	-3.99728	-1.26574	-2.96967	-3.80841	-1.52548	-2.88571	-4.38294	-1.68702	-2.62125	-3.96901	7.977258e-01	-3.710762e+01	-3.630989e+01
9260	-1.50067	-3.59233	-4.40318	0.118238	0.385541	0.0509658	0.460712	-1.51597	-3.47816	-3.9885	-1.41385	-1.5542	-4.14118	-1.88987	-4.3082	-4.38294	-2.06383	-4.39504	-4.58099	-7.983350e+00	-3.734643e+01	-4.532978e+01
9270	-0.975546	-4.13718	-4.18125	0.364774	0.780371	0.213808	0.442861	-1.43104	-3.0973	-4.48575	-1.89602	-2.08404	-4.48776	-1.78127	-3.4213	-5.02824	-1.82762	-3.87518	-5.34508	-1.467891e+01	-3.802819e+01	-5.270710e+01
9280	-0.550853	-2.85616	-4.58457	0.331701	0.112536	0.0719224	0.488566	-1.25465	-3.18664	-4.41953	-1.34922	-3.4166	-4.29258	-1.06115	-3.4213	-4.6259	-0.927225	-3.59108	-4.28432	-3.011606e+00	-3.641021e+01	-3.942181e+01
9290	-1.35466	-3.4348	-4.40759	0.195546	0.10915	0.0719224	0.450134	-1.51076	-3.54667	-4.272	-1.90016	-3.72526	-4.307	-1.61082	-3.11044	-4.33232	-1.66347	-3.28897	-4.57272	1.469717e+00	-3.774198e+01	-3.627227e+01
9300	-1.78621	-3.85018	-4.49834	0.284148	0.129672	0.41951	0.480342	-2.09609	-3.49756	-4.00279	-1.53285	-3.52694	-3.88709	-1.9298	-3.6368	-3.93536	-1.47214	-3.87672	-3.71984	-5.425704e+00	-3.667182e+01	-4.209752e+01
9310	-1.91503	-3.45073	-5.29172	0.0790854	0.115636	0.77863	0.481535	-1.82523	-3.68024	-5.36636	-1.83255	-3.31497	-5.97369	-1.48468	-3.6997	-3.99398	-1.56307	-3.87606	-4.95292	-6.078713e+00	-3.663313e+01	-4.271184e+01
9320	-1.73999	-3.87904	-4.28854	0.0828222	0.187246	0.522281	0.481592	-1.99084	-4.13304	-5.8569	-1.80528	-3.91152	-5.02048	-1.64769	-3.35968	-3.46778	-1.62688	-2.51291	-3.43654	-8.862289e+00	-3.663128e+01	-4.549357e+01
9330	-1.59225	-4.21741	-5.85117	0.050589	0.106213	1.24596	0.478282	-1.58051	-4.05481	-5.56303	-1.65975	-3.73721	-3.70811	-1.41915	-4.01935	-5.37189	-1.61421	-4.2836	-5.78964	-6.620877e+00	-3.673921e+01	-4.336009e+01
9340	-1.8393	-3.6648	-4.45349	0.0727662	0.112802	1.35489	0.478282	-1.83708	-4.05481	-4.81893	-2.01401	-4.09344	-5.3568	-2.01193	-4.12878	-5.15824	-1.9687	-3.64524	-3.33575	-8.853976e+00	-3.673921e+01	-4.559319e+01
9350	-2.07339	-3.81218	-3.32021	0.079122	0.153454	0.91838	0.499788	-2.10294	-4.36748	-4.38567	-1.98143	-3.88796	-4.61549	-1.76742	-4.06072	-1.88614	-2.07486	-4.34658	-1.64576	-8.108983e+00	-3.607160e+01	-4.418059e+01
9360	-0.999039	-4.06577	-2.60754	0.266131	0.330673	0.898213	0.449742	-1.6368	-3.81471	-4.78587	-2.05328	-3.6591	-5.51979	-1.59781	-2.48002	-2.058	-1.84857	-2.37287	-2.67621	-1.971520e+01	-3.775711e+01	-5.747231e+01
9370	-1.06908	-2.51081	-1.62337	0.353426	0.102919	0.62708	0.489852	-2.0304	-2.39004	-1.59931	-1.41428	-2.75845	-1.11383	-1.66087	-2.49291	-1.73936	-1.90007	-2.93869	-3.64404	-1.278084e+01	-3.637036e+01	-4.915119e+01
9380	-1.87976	-2.97005	-1.73998	0.258064	0.138826	0.518081	0.483951	-1.95044	-2.7656	-1.82992	-2.0857	-2.3011	-2.22592	-1.9833	-2.69793	-2.0011	-1.66255	-2.50079	-1.63877	-5.393866e+00	-3.655555e+01	-4.194942e+01
9390	-1.82992	-2.57505	-1.80417	0.382941	0.0845982	0.233342	0.425626	-2.05529	-2.80789	-2.4745	-1.60157	-2.9985	-2.65152	-1.55239	-2.73355	-2.18847	-1.70476	-3.0455	-2.42378	-3.734323e+00	-3.875672e+01	-4.249104e+01
9400	-1.97741	-3.78875	-3.04335	0.290269	0.0982834	0.112671	0.495553	-1.63886	-3.21316	-2.56588	-1.54518	-2.59875	-2.94389	-1.72807	-3.97215	-2.48473	-1.61733	-4.27193	-1.82245	-7.053722e+00	-3.619701e+01	-4.325073e+01
9410	-1.72165	-2.2655	-2.86353	0.0540147	0.196204	0.108475	0.489028	-1.93875	-1.43504	-2.80609	-2.0126	-1.96155	-3.02617	-1.9351	-2.29556	-2.40473	-2.02135	-2.9518	-2.85234	-2.898426e+00	-3.639586e+01	-3.929429e+01
9420	-2.04097	-1.62969	-2.04859	0.0548533	0.0949091	0.104046	0.49561	-1.7879	-1.75258	-2.22817	-2.06163	-1.53717	-2.59886	-2.07146	-1.89937	-2.39293	-2.0587	-1.86135	-1.64442	9.190986e-01	-3.619529e+01	-3.527619e+01
9430	-1.71517	-1.46556	-2.65296	0.28108	0.117667	0.107245	0.485527	-1.35414	-1.21168	-2.46442	-1.0893	-1.21285	-1.88317	-1.62382	-1.79165	-2.02289	-1.92578	-2.39598	-2.08037	-4.778364e+00	-3.650551e+01	-4.128388e+01
9440	-2.02883	-1.50877	-2.97416	0.60161	0.179888	0.107245	0.461544	-1.7872	-1.51415	-2.9456	-1.81106	-1.36479	-2.98239	-1.87403	-1.42036	-2.8062	-1.65208	-2.15203	-3.22633	-4.298201e+00	-3.731629e+01	-4.161449e+01
9450	-1.57233	-1.2613	-2.82708	0.129792	0.392923	0.0892577	0.482704	-1.69364	-1.84751	-2.7166	-1.14592	-2.57921	-3.00004	-1.4334	-0.635807	-3.16072	-1.2872	-1.86652	-3.2139	-6.048776e+00	-3.659549e+01	-4.264426e+01
9460	-1.79355	-1.79343	-3.30391	0.145257	0.136063	0.112187	0.482529	-1.45895	-2.28688	-2.94944	-1.55838	-2.33503	-2.99886	-1.80035	-2.0876	-3.22943	-1.33027	-2.99148	-3.87072	-4.349577e+00	-3.660111e+01	-4.095068e+01
9470	-1.57609	-1.90078	-2.78979	0.0775825	0.0803546	0.244518	0.428372	-1.48588	-1.8589	-3.37201	-1.38133	-1.55964	-3.55709	-1.67527	-2.13761	-3.28779	-1.06365	-2.21197	-3.71914	-2.193912e+00	-3.863563e+01	-4.082955e+01
9480	-1.66365	-1.86136	-3.67862	0.174354	0.0923441	0.244518	0.443422	-1.75685	-1.54853	-3.26591	-1.43919	-1.51612	-3.38415	-1.97831	-1.94332	-3.7997	-1.73796	-1.68018	-4.04657	-6.414086e-01	-3.800568e+01	-3.864709e+01
9490	-2.09107	-1.86136	-3.00987	0.138616	0.0733502	0.209827	0.472529	-1.64698	-2.20002	-3.65582	-1.80271	-1.80119	-3.95153	-1.49618	-2.10416	-3.64238	-1.83979	-1.72511	-3.70701	-4.242046e+00	-3.693152e+01	-4.117357e+01
9500	-1.7446	-1.49413	-3.66323	0.370653	0.137926	0.0681619	0.480302	-1.55203	-0.769499	-3.43859	-1.77158	-0.496135	-3.00613	-1.65905	-1.61532	-3.47185	-1.6393	-1.78768	-3.36241	-3.493864e+00	-3.667312e+01	-4.016698e+01
9510	-1.48392	-0.665148	-2.83897	0.158337	0.0934933	0.0681619	0.472015	-1.29019	-0.600724	-2.74681	-0.711829	-0.911503	-3.10235	-0.924918	-0.469328	-3.05004	-1.41299	-0.816877	-3.21551	-1.302558e+00	-3.694900e+01	-3.825156e+01
9520	-0.419325	-0.196269	-3.33662	0.138136	0.548663	0.0946532	0.440797	-0.116369	-1.23503	-2.95875	-0.186897	-1.60219	-3.10235	-0.613625	-0.48113	-3.22012	-0.741636	-0.482138	-3.18406	-2.418732e+00	-3.811163e+01	-4.053036e+01
9530	-0.802153	-1.11899	-3.02433	0.206107	0.310623	0.0946532	0.442273	-0.963079	-1.56187	-3.37958	-0.640032	-1.68636	-3.26403	-0.104598	-0.685344	-3.09508	-0.533686	-0.16119	-2.54529	-5.440642e+00	-3.805187e+01	-4.349251e+01
9540	-0.689122	-0.828582	-2.96223	0.0587895	0.342403	0.0714315	0.391404	-0.457925	-0.0831212	-3.23247	-0.121085	-0.296919	-2.66546	-0.874212	-1.01245	-2.76061	-1.35298	-1.59492	-2.90651	-5.543792e+00	-4.044712e+01	-4.599091e+01
9550	-1.05154	-0.9243	-3.11184	0.342776	0.172467	0.087295	0.415013	-1.25992	-1.09968	-2.98259	-0.9092	-0.880162	-3.15691	-0.438485	-1.13964	-3.31688	-1.53182	-1.45081	-3.60963	-4.150032e+00	-3.924375e+01	-4.339378e+01
9560	-0.474173	-1.17312	-3.02178	0.179414	0.324659	0.087295	0.449851	-0.883005	-1.69934	-3.13561	-0.368982	-1.52099	-3.80738	-1.24362	-0.635979	-3.29519	-1.30928	-0.326143	-3.02051	-7.402867e+00	-3.775289e+01	-4.515575e+01
9570	-1.31442	-1.77587	-3.51125	0.429509	0.326779	0.087295	0.476464	-0.841847	-2.16193	-3.73821	-0.208973	-1.59229	-4.26989	-0.806079	-0.732663	-2.97532	-0.367804	-1.5073	-2.75918	-1.187443e+01	-3.679934e+01	-4.867377e+01
9580	-0.668742	-1.58724	-3.00437	0.399535	0.354659	0.106911	0.494622	-0.561688	-0.712626	-3.11774	-1.34713	-0.5491	-3.51252	-0.233306	-0.15456	-2.53145	-0.656439	-0.0711798	-2.23101	-1.039121e+01	-3.622494e+01	-4.661615e+01
9590	-0.217268	-0.238151	-3.0576	0.183044	0.271304	0.202469	0.498307	-0.595563	-0.507033	-3.87177	-1.4984	-0.244287	-3.72915	-0.756366	-0.36435	-3.18071	-0.571913	-0.397713	-2.66305	-6.190991e+00	-3.611514e+01	-4.230613e+01
9600	-0.580318	-0.417954	-3.03853	0.183044	0.18164	0.186142	0.49133	-1.18291	-0.503679	-3.52579	-0.75131	-0.592746	-3.80141	-0.13213	-0.176864	-2.54429	-0.404125	-0.307864	-2.19244	-3.068070e+00	-3.632490e+01	-3.939297e+01
9610	-0.493039	-0.180624	-1.18919	0.183044	0.085657	0.162417	0.470378	-0.631212	-0.456392	-1.8287	-1.33569	-0.353127	-1.77874	-0.305483	-0.0245134	-1.23747	-0.565938	-0.186696	-1.89427	-9.272542e-01	-3.700502e+01	-3.793228e+01
9620	-0.862838	-0.239424	-1.45886	0.639472	0.0456335	0.105752	0.495133	-0.486216	-0.2687	-0.997368	-0.42708	-0.0649964	-1.59492	-1.14033	-0.201086	-1.44442	-1.16851	-0.214507	-1.44342	-3.698746e+00	-3.620960e+01	-3.990835e+01
9630	-1.13004	-0.116015	-1.30322	0.0879005	0.0752686	0.0800298	0.485169	-0.846997	-0.235429	-1.37997	-0.561984	-0.199189	-1.62099	-1.15888	-0.164398	-1.39647	-1.75023	-0.456094	-1.29204	3.133634e+00	-3.651685e+01	-3.338322e+01
9640	-0.76936	-0.134517	-1.36198	0.0641862	0.200805	0.0878914	0.469869	-0.874728	-0.0713231	-1.72136	-1.02279	-0.0136004	-2.24841	-1.38078	-0.345568	-1.57633	-1.6102	-0.261155	-1.64074	-9.738862e-01	-3.702256e+01	-3.799645e+01
9650	-1.42045	-0.102206	-1.05943	0.271899	0.0780683	0.191794	0.484203	-1.235	-0.177964	-1.49007	-1.35405	-0.0136004	-1.27815	-1.68476	-0.148709	-0.887057	-1.44551	-0.139726	-0.487647	4.492775e-01	-3.654752e+01	-3.609824e+01
9660	-1.42993	-0.107918	-0.15076	0.186299	0.134165	0.249086	0.434351	-1.22668	-0.293218	-0.400634	-1.15802	-0.316795	-0.602172	-1.32659	-0.340202	-0.364634	-1.20984	-0.656585	-0.892612	7.033826e-01	-3.837872e+01	-3.767534e+01
9670	-1.25543	-1.01567	-0.346706	0.224175	0.204373	0.604556	0.47163	-1.47255	-0.247591	-1.41359	-1.66824	-0.571711	-1.03572	-0.788857	-1.26473	-0.21987	-0.683109	-1.83628	-0.44027	-9.204428e+00	-3.696215e+01	-4.616658e+01
9680	-1.46625	-0.23979	-0.64838	0.0405766	0.212528	0.381345	0.485479	-1.64613	-0.326621	-0.606478	-1.86347	-0.648095	-0.389486	-1.15439	-0.643961	-0.869208	-0.946559	-0.660295	-0.860988	-3.900689e+00	-3.650704e+01	-4.040773e+01
9690	-1.80954	-0.466502	-0.370657	0.155186	0.0914354	0.0836815	0.491469	-1.93358	-0.686806	-0.75781	-2.07077	-0.711257	-0.310733	-0.822668	-0.469219	-0.748513	-0.760049	-0.181564	-0.0478518	-4.427373e+00	-3.632066e+01	-4.074803e+01
9700	-1.84305	-0.670275	-0.237637	0.409574	0.0607685	0.233825	0.45969	-1.8183	-0.469438	-0.18744	-1.31401	-0.773669	-0.494087	-1.37896	-0.435568	-0.299345	-1.34595	-0.730784	-0.203831	-2.393986e+00	-3.738360e+01	-3.977758e+01
9710	-1.4027	-0.26051	-1.45431	0.346882	0.103115	0.199569	0.463398	-1.17189	-0.838532	-1.12624	-1.34199	-0.313203	-0.832588	-0.680452	-0.221881	-0.39542	-1.07962	-0.477098	-0.810021	-8.205098e+00	-3.724969e+01	-4.545479e+01
9720	-1.19494	-1.29355	-0.81885	0.294974	0.0525769	0.199569	0.496826	-1.0986	-1.29769	-1.08283	-1.075	-1.3465	-1.03697	-1.29849	-1.125	-1.05325	-0.95064	-0.925993	-0.515988	-1.944119e+00	-3.615900e+01	-3.810312e+01
9730	-1.00118	-0.681177	-1.77991	0.0686655	0.119772	0.105036	0.477551	-1.40043	-1.29565	-1.31561	-1.61703	-1.62538	-0.867972	-0.952518	-0.322084	-2.26811	-1.27243	-0.158493	-2.47945	-3.215485e+00	-3.676329e+01	-3.997878e+01
9740	-1.7588	-0.540108	-1.95256	0.236756	0.119772	0.267578	0.48317	-1.4696	-0.400917	-1.16899	-1.2517	-0.96325	-1.44688	-1.66342	-0.152994	-2.52805	-1.62114	-0.405471	-3.0973	-5.179759e+00	-3.658053e+01	-4.176029e+01
9750	-1.90686	-0.320287	-3.66321	0.336726	0.144895	0.468294	0.48173	-1.87133	-0.16417	-2.25274	-1.82721	-0.326426	-2.14675	-1.75858	-0.346134	-2.53178	-0.341357	-0.130083	-3.15242	-1.058897e+01	-3.662683e+01	-4.721580e+01
9760	-1.64991	-0.292727	-2.49732	0.155366	0.0630519	0.385562	0.450662	-1.40336	-0.322819	-1.94184	-0.802707	-0.0204832	-1.2303	-0.936917	-0.119946	-3.04753	-0.879233	-0.348175	-4.31114	-7.367298e+00	-3.772166e+01	-4.508896e+01
9770	-1.20261	-0.285461	-3.38324	0.155366	0.279709	0.229233	0.467301	-1.05654	-0.807075	-3.28046	-1.10077	-0.595383	-3.38312	-1.25313	-0.319341	-3.14491	-1.04441	-0.086092	-3.13567	-2.286227e+00	-3.711169e+01	-3.939792e+01
9780	-0.951962	-0.891572	-3.59351	0.206037	0.354311	0.229233	0.443738	-0.744313	-0.319667	-3.61122	-0.293517	-1.15269	-3.90859	-1.09936	-0.441859	-3.76557	-1.63024	-0.0724574	-4.62503	-8.505873e+00	-3.799305e+01	-4.649893e+01
9790	-1.05679	-0.877556	-3.77082	0.138543	0.215154	0.329325	0.470005	-0.971447	-0.313798	-3.9943	-1.17916	-0.413446	-5.17598	-0.950528	-1.05668	-4.09017	-0.638526	-0.963496	-4.2443	-5.880850e+00	-3.701787e+01	-4.289872e+01
9800	-1.20957	-0.432548	-5.11851	0.122149	0.48299	0.592814	0.469973	-1.51685	-0.815848	-4.87034	-1.41504	-1.25342	-3.6548	-0.915063	-1.33054	-5.91398	-1.0692	-1.17824	-4.46047	-1.211180e+01	-3.701897e+01	-4.913076e+01
9810	-1.25414	-0.0797919	-4.82594	0.288172	0.674555	0.21786	0.474089	-1.31713	-0.679899	-4.7668	-1.02992	-0.633523	-3.89302	-0.970127	-0.657253	-5.15831	-0.492412	-0.453406	-4.58288	-1.041770e+01	-3.687877e+01	-4.729646e+01
